"","Origin","Destination","auto","transit","bike","walk","others","Total_flows","X_Org","Y_Org","X_Dest","Y_Dest","status","in-vehicleTime","waitingTime","transfers","accessTime"
"396",1130.14,1151.06,0,0,0,0,0,0,-111.948468112,40.5308388373,-112.004628549,40.4599044577,"OK",20.25,51.03,1,82.08
"397",1130.14,1128.1,170,0,0,0,0,170,-111.948468112,40.5308388373,-111.939987654,40.4779393131,"OK",3.9,0.03,0,70.73
"398",1130.14,1130.16,30,0,0,0,0,30,-111.948468112,40.5308388373,-111.975449825,40.5114696296,"OK",8,0.03,0,18.05
"399",1130.14,1128.22,40,0,0,0,0,40,-111.948468112,40.5308388373,-111.881538572,40.5515553247,"OK",62.63,23.18,2,33.82
"400",1130.14,1128.05,40,0,0,0,0,40,-111.948468112,40.5308388373,-111.861369104,40.5357819585,"OK",77.38,44.13,3,21.95
"401",1130.16,1131.07,380,0,0,0,0,380,-111.975449825,40.5114696296,-112.019569271,40.5162767243,"OK",18.82,0.03,0,14.62
"402",1130.16,1130.16,240,0,20,50,280,590,-111.975449825,40.5114696296,-111.975449825,40.5114696296,"409",NA,NA,NA,NA
"403",1130.16,1130.17,230,0,0,0,0,230,-111.975449825,40.5114696296,-111.948248678,40.5113921689,"OK",0,0,0,51.23
"404",1130.16,1130.12,160,0,0,0,0,160,-111.975449825,40.5114696296,-111.920766871,40.5589868638,"OK",45.05,50.52,2,21.2
"405",1130.16,1130.11,60,0,0,0,0,60,-111.975449825,40.5114696296,-111.94344956,40.5508508861,"OK",43.3,50.52,2,26.67
"406",1130.16,1128.05,40,0,0,0,0,40,-111.975449825,40.5114696296,-111.861369104,40.5357819585,"OK",74,29.18,2,29.42
"407",1130.16,1128.23,100,0,0,0,0,100,-111.975449825,40.5114696296,-111.880345644,40.5350877531,"OK",54.3,23.18,2,20.32
"408",1130.16,1128.22,8,10,0,0,0,18,-111.975449825,40.5114696296,-111.881538572,40.5515553247,"OK",52.3,23.18,2,22.17
"409",1130.16,1128.15,8,0,0,0,0,8,-111.975449825,40.5114696296,-111.796918933,40.5295233107,"OK",77,29.18,2,111.07
"410",1130.16,1130.2,400,0,0,0,0,400,-111.975449825,40.5114696296,-111.99405361,40.5515488547,"OK",12.65,0.03,0,20.03
"411",1130.16,1128.21,30,0,0,0,0,30,-111.975449825,40.5114696296,-111.841314748,40.4979086579,"OK",57.3,23.18,2,66.15
"412",1130.16,1151.06,130,0,0,0,0,130,-111.975449825,40.5114696296,-112.004628549,40.4599044577,"OK",11.62,0.03,0,72.88
"413",1130.16,1131.05,210,0,0,0,0,210,-111.975449825,40.5114696296,-112.117993088,40.525950728,"OK",25,0.03,0,192.13
"414",1130.16,1128.16,70,0,0,0,0,70,-111.975449825,40.5114696296,-111.869461932,40.5058173534,"OK",57.3,23.18,2,41.33
"415",1130.16,1128.19,50,0,0,0,0,50,-111.975449825,40.5114696296,-111.880069626,40.5140635727,"OK",65.55,51.67,3,32.98
"416",1130.16,1128.17,170,0,0,0,0,170,-111.975449825,40.5114696296,-111.905268914,40.5305236091,"OK",59.3,28.98,2,36.08
"417",1130.16,1128.18,40,0,0,0,0,40,-111.975449825,40.5114696296,-111.901426578,40.4952724011,"OK",59.3,28.98,2,69.08
"418",1130.16,1152.09,120,0,0,0,0,120,-111.975449825,40.5114696296,-112.034044038,40.5615932734,"OK",23.3,12.22,1,28.67
"419",1130.16,1130.14,30,0,0,0,0,30,-111.975449825,40.5114696296,-111.948468112,40.5308388373,"OK",49.67,0.03,0,18.05
"420",1130.16,1130.13,200,0,0,0,0,200,-111.975449825,40.5114696296,-111.975436902,40.5295980976,"OK",4.43,0.03,0,5.95
"421",1130.16,1146,140,0,0,0,0,140,-111.975449825,40.5114696296,-111.927991851,40.5189579801,"OK",52.07,0.03,0,16.27
"422",1130.16,1128.04,0,0,0,0,0,0,-111.975449825,40.5114696296,-111.862777239,40.5515369657,"OK",61.22,44.13,3,7.5
"423",1130.16,1128.1,100,0,0,0,0,100,-111.975449825,40.5114696296,-111.939987654,40.4779393131,"OK",0,0,0,88.45
"424",1130.16,1128.2,100,0,0,0,0,100,-111.975449825,40.5114696296,-111.879865905,40.4794072388,"OK",57.3,23.18,2,100.22
"425",1130.16,1130.19,60,0,0,0,0,60,-111.975449825,40.5114696296,-111.969767252,40.549554591,"OK",47.4,16.9,1,18.2
"426",1130.17,1128.16,110,0,0,0,0,110,-111.948248678,40.5113921689,-111.869461932,40.5058173534,"OK",64.68,23.18,2,51.98
"427",1130.17,1151.06,40,0,0,0,0,40,-111.948248678,40.5113921689,-112.004628549,40.4599044577,"OK",17.3,51.03,1,81.08
"428",1130.17,1128.21,0,0,0,0,0,0,-111.948248678,40.5113921689,-111.841314748,40.4979086579,"OK",64.68,23.18,2,76.8
"429",1130.17,1128.18,50,0,0,0,0,50,-111.948248678,40.5113921689,-111.901426578,40.4952724011,"OK",66.68,28.98,2,79.73
"430",1130.17,1130.2,0,0,0,0,0,0,-111.948248678,40.5113921689,-111.99405361,40.5515488547,"OK",20.03,0.03,0,30.68
"431",1130.17,1130.14,130,0,15,0,0,145,-111.948248678,40.5113921689,-111.948468112,40.5308388373,"OK",0,0,0,31.58
"432",1130.17,1128.1,90,0,0,0,0,90,-111.948248678,40.5113921689,-111.939987654,40.4779393131,"OK",0,0,0,72.73
"433",1130.17,1130.13,30,0,0,0,0,30,-111.948248678,40.5113921689,-111.975436902,40.5295980976,"OK",11.82,0.03,0,16.6
"434",1130.17,1128.23,30,0,0,0,0,30,-111.948248678,40.5113921689,-111.880345644,40.5350877531,"OK",61.68,23.18,2,30.97
"435",1130.17,1131.05,20,0,0,0,0,20,-111.948248678,40.5113921689,-112.117993088,40.525950728,"OK",31.57,25.03,1,200.15
"436",1130.17,1130.17,260,0,0,10,195,465,-111.948248678,40.5113921689,-111.948248678,40.5113921689,"409",NA,NA,NA,NA
"437",1130.17,1128.17,260,0,0,0,0,260,-111.948248678,40.5113921689,-111.905268914,40.5305236091,"OK",0,0,0,70.17
"438",1130.17,1128.05,30,0,0,0,0,30,-111.948248678,40.5113921689,-111.861369104,40.5357819585,"OK",74.43,44.13,3,20.95
"439",1130.17,1128.2,40,0,0,0,0,40,-111.948248678,40.5113921689,-111.879865905,40.4794072388,"OK",0,0,0,135.55
"440",1130.17,1146,60,0,0,15,0,75,-111.948248678,40.5113921689,-111.927991851,40.5189579801,"OK",0,0,0,32.55
"441",1130.17,1130.16,230,0,0,0,0,230,-111.948248678,40.5113921689,-111.975449825,40.5114696296,"OK",5.05,0.03,0,17.05
"442",1130.17,1128.22,20,0,0,0,0,20,-111.948248678,40.5113921689,-111.881538572,40.5515553247,"OK",59.68,23.18,2,32.82
"443",1130.17,1128.15,0,0,0,0,0,0,-111.948248678,40.5113921689,-111.796918933,40.5295233107,"OK",74.43,44.13,3,110.22
"444",1130.17,1152.09,70,0,0,0,0,70,-111.948248678,40.5113921689,-112.034044038,40.5615932734,"OK",30.68,12.22,1,39.32
"445",1130.17,1130.19,70,0,0,0,0,70,-111.948248678,40.5113921689,-111.969767252,40.549554591,"OK",54.78,16.9,1,28.85
"446",1130.17,1128.04,0,0,0,0,0,0,-111.948248678,40.5113921689,-111.862777239,40.5515369657,"OK",68.6,44.13,3,18.15
"447",1130.17,1130.12,0,0,0,0,0,0,-111.948248678,40.5113921689,-111.920766871,40.5589868638,"OK",52.43,50.52,2,31.85
"448",1130.17,1128.19,40,0,0,0,0,40,-111.948248678,40.5113921689,-111.880069626,40.5140635727,"OK",72.93,51.67,3,43.63
"449",1130.17,1131.07,60,0,0,0,0,60,-111.948248678,40.5113921689,-112.019569271,40.5162767243,"OK",24.5,51.03,1,22.82
"450",1130.17,1130.11,60,0,0,0,0,60,-111.948248678,40.5113921689,-111.94344956,40.5508508861,"OK",0,0,0,74.78
"451",1130.19,1128.05,20,0,0,0,0,20,-111.969767252,40.549554591,-111.861369104,40.5357819585,"OK",58.03,30.18,2,38.77
"452",1130.19,1130.11,70,0,0,0,0,70,-111.969767252,40.549554591,-111.94344956,40.5508508861,"OK",0,0,0,47.68
"453",1130.19,1130.19,80,0,0,20,295,395,-111.969767252,40.549554591,-111.969767252,40.549554591,"409",NA,NA,NA,NA
"454",1130.19,1128.16,30,0,0,0,0,30,-111.969767252,40.549554591,-111.869461932,40.5058173534,"OK",72.78,23.18,2,60.35
"455",1130.19,1128.22,20,0,0,0,0,20,-111.969767252,40.549554591,-111.881538572,40.5515553247,"OK",67.78,23.18,2,41.18
"456",1130.19,1130.16,60,0,0,0,0,60,-111.969767252,40.549554591,-111.975449825,40.5114696296,"OK",13.15,0.03,0,25.42
"457",1130.19,1128.23,8,0,0,0,0,8,-111.969767252,40.549554591,-111.880345644,40.5350877531,"OK",69.78,23.18,2,39.33
"458",1130.19,1128.04,40,0,0,0,0,40,-111.969767252,40.549554591,-111.862777239,40.5515369657,"OK",67.78,23.18,2,55.93
"459",1130.19,1130.13,60,0,0,10,0,70,-111.969767252,40.549554591,-111.975436902,40.5295980976,"OK",0,0,0,40.5
"460",1130.19,1131.05,50,0,0,0,0,50,-111.969767252,40.549554591,-112.117993088,40.525950728,"OK",44.92,0.03,0,201.3
"461",1130.19,1128.2,20,0,0,0,0,20,-111.969767252,40.549554591,-111.879865905,40.4794072388,"OK",9.05,0.03,0,140.92
"462",1130.19,1128.15,20,0,0,0,0,20,-111.969767252,40.549554591,-111.796918933,40.5295233107,"OK",61.03,30.18,2,120.42
"463",1130.19,1152.09,90,0,0,0,0,90,-111.969767252,40.549554591,-112.034044038,40.5615932734,"OK",38.78,12.22,1,47.68
"464",1130.19,1128.21,0,0,0,0,0,0,-111.969767252,40.549554591,-111.841314748,40.4979086579,"OK",72.78,23.18,2,85.17
"465",1130.19,1128.18,0,0,0,0,0,0,-111.969767252,40.549554591,-111.901426578,40.4952724011,"OK",74.78,28.98,2,88.1
"466",1130.19,1130.14,40,0,0,0,0,40,-111.969767252,40.549554591,-111.948468112,40.5308388373,"OK",0,0,0,49.67
"467",1130.19,1131.07,270,0,0,0,0,270,-111.969767252,40.549554591,-112.019569271,40.5162767243,"OK",52.85,11.03,1,23.97
"468",1130.19,1130.2,140,0,25,0,0,165,-111.969767252,40.549554591,-111.99405361,40.5515488547,"OK",9.47,0.03,0,20.65
"469",1130.19,1128.1,90,0,0,0,0,90,-111.969767252,40.549554591,-111.939987654,40.4779393131,"OK",9.05,0.03,0,78.1
"470",1130.19,1151.06,110,0,0,0,0,110,-111.969767252,40.549554591,-112.004628549,40.4599044577,"OK",45.65,11.03,1,82.23
"471",1130.19,1146,0,0,0,0,0,0,-111.969767252,40.549554591,-111.927991851,40.5189579801,"OK",7.55,0.03,0,35.28
"472",1130.19,1130.12,200,0,0,0,0,200,-111.969767252,40.549554591,-111.920766871,40.5589868638,"OK",1.75,0.03,0,66.65
"473",1130.19,1128.17,318,10,0,0,0,328,-111.969767252,40.549554591,-111.905268914,40.5305236091,"OK",7.08,0.03,0,67.53
"474",1130.19,1128.19,0,0,0,0,0,0,-111.969767252,40.549554591,-111.880069626,40.5140635727,"OK",69.28,43.67,3,44.78
"475",1130.19,1130.17,70,0,0,0,0,70,-111.969767252,40.549554591,-111.948248678,40.5113921689,"OK",8.1,0.03,0,36
"476",1130.2,1128.04,0,0,0,0,0,0,-111.99405361,40.5515488547,-111.862777239,40.5515369657,"OK",67.47,50.37,3,10.68
"477",1130.2,1128.22,0,0,0,0,0,0,-111.99405361,40.5515488547,-111.881538572,40.5515553247,"OK",46.57,30.18,2,24.65
"478",1130.2,1128.2,30,0,0,0,0,30,-111.99405361,40.5515488547,-111.879865905,40.4794072388,"OK",51.57,30.18,2,102.7
"479",1130.2,1128.23,40,0,0,0,0,40,-111.99405361,40.5515488547,-111.880345644,40.5350877531,"OK",48.57,30.18,2,22.8
"480",1130.2,1152.09,100,0,0,0,0,100,-111.99405361,40.5515488547,-112.034044038,40.5615932734,"OK",17.57,19.22,1,31.15
"481",1130.2,1130.13,70,0,0,0,0,70,-111.99405361,40.5515488547,-111.975436902,40.5295980976,"OK",39.7,11.03,1,8.43
"482",1130.2,1128.18,130,0,0,0,0,130,-111.99405361,40.5515488547,-111.901426578,40.4952724011,"OK",53.57,80.98,2,71.57
"483",1130.2,1128.17,550,0,0,120,0,670,-111.99405361,40.5515488547,-111.905268914,40.5305236091,"OK",26.87,11.03,1,51
"484",1130.2,1130.14,20,0,0,0,0,20,-111.99405361,40.5515488547,-111.948468112,40.5308388373,"OK",24.93,11.03,1,20.53
"485",1130.2,1128.05,20,0,0,0,0,20,-111.99405361,40.5515488547,-111.861369104,40.5357819585,"OK",48.57,30.18,2,29.45
"486",1130.2,1130.2,180,0,75,210,815,1280,-111.99405361,40.5515488547,-111.99405361,40.5515488547,"409",NA,NA,NA,NA
"487",1130.2,1131.05,120,0,0,0,0,120,-111.99405361,40.5515488547,-112.117993088,40.525950728,"OK",35.45,0.03,0,191.98
"488",1130.2,1128.15,0,0,0,0,0,0,-111.99405361,40.5515488547,-111.796918933,40.5295233107,"OK",51.57,30.18,2,111.1
"489",1130.2,1128.21,20,0,0,0,0,20,-111.99405361,40.5515488547,-111.841314748,40.4979086579,"OK",51.57,30.18,2,68.63
"490",1130.2,1130.17,0,0,0,0,0,0,-111.99405361,40.5515488547,-111.948248678,40.5113921689,"OK",27.88,11.03,1,19.47
"491",1130.2,1130.16,400,0,0,0,0,400,-111.99405361,40.5515488547,-111.975449825,40.5114696296,"OK",32.93,11.03,1,8.88
"492",1130.2,1151.06,50,0,0,0,0,50,-111.99405361,40.5515488547,-112.004628549,40.4599044577,"OK",36.18,11.03,1,72.92
"493",1130.2,1128.19,110,0,0,0,0,110,-111.99405361,40.5515488547,-111.880069626,40.5140635727,"OK",59.82,43.67,3,35.47
"494",1130.2,1130.11,140,0,0,0,0,140,-111.99405361,40.5515488547,-111.94344956,40.5508508861,"OK",37.57,42.52,2,29.15
"495",1130.2,1130.19,140,0,25,0,0,165,-111.99405361,40.5515488547,-111.969767252,40.549554591,"OK",4.87,0.03,0,39.42
"496",1130.2,1128.1,70,0,0,0,0,70,-111.99405361,40.5515488547,-111.939987654,40.4779393131,"OK",28.83,11.03,1,61.57
"497",1130.2,1131.07,110,0,0,0,0,110,-111.99405361,40.5515488547,-112.019569271,40.5162767243,"OK",43.38,11.03,1,14.65
"498",1130.2,1146,0,0,0,0,0,0,-111.99405361,40.5515488547,-111.927991851,40.5189579801,"OK",27.33,11.03,1,18.75
"499",1130.2,1128.16,100,0,0,0,0,100,-111.99405361,40.5515488547,-111.869461932,40.5058173534,"OK",51.57,30.18,2,43.82
"500",1130.2,1130.12,440,0,0,0,0,440,-111.99405361,40.5515488547,-111.920766871,40.5589868638,"OK",39.32,42.52,2,23.68
"501",1131.05,1128.15,0,0,0,0,0,0,-112.117993088,40.525950728,-111.796918933,40.5295233107,"OK",50.75,29.18,2,291.65
"502",1131.05,1128.2,0,0,0,0,0,0,-112.117993088,40.525950728,-111.879865905,40.4794072388,"OK",50.75,29.18,2,283.25
"503",1131.05,1130.17,20,0,0,0,0,20,-112.117993088,40.525950728,-111.948248678,40.5113921689,"OK",27.07,10.03,1,200.02
"504",1131.05,1130.19,50,0,0,0,0,50,-112.117993088,40.525950728,-111.969767252,40.549554591,"OK",18.97,10.03,1,208.45
"505",1131.05,1128.18,20,0,0,0,0,20,-112.117993088,40.525950728,-111.901426578,40.4952724011,"OK",52.75,79.98,2,252.12
"506",1131.05,1152.09,100,0,0,0,0,100,-112.117993088,40.525950728,-112.034044038,40.5615932734,"OK",16.75,18.22,1,211.7
"507",1131.05,1128.19,140,0,0,0,0,140,-112.117993088,40.525950728,-111.880069626,40.5140635727,"OK",59,42.67,3,216.02
"508",1131.05,1130.2,120,0,0,0,0,120,-112.117993088,40.525950728,-111.99405361,40.5515488547,"OK",24.55,0.03,0,191.88
"509",1131.05,1151.06,50,0,0,0,0,50,-112.117993088,40.525950728,-112.004628549,40.4599044577,"OK",45.37,0.03,0,253.47
"510",1131.05,1128.16,20,0,0,0,0,20,-112.117993088,40.525950728,-111.869461932,40.5058173534,"OK",50.75,29.18,2,224.37
"511",1131.05,1130.14,60,0,0,0,0,60,-112.117993088,40.525950728,-111.948468112,40.5308388373,"OK",24.12,10.03,1,201.08
"512",1131.05,1130.11,90,0,0,0,0,90,-112.117993088,40.525950728,-111.94344956,40.5508508861,"OK",36.75,41.52,2,209.7
"513",1131.05,1146,30,0,0,0,0,30,-112.117993088,40.525950728,-111.927991851,40.5189579801,"OK",26.52,10.03,1,199.3
"514",1131.05,1130.12,8,0,10,0,0,18,-112.117993088,40.525950728,-111.920766871,40.5589868638,"OK",38.5,41.52,2,204.23
"515",1131.05,1130.16,210,0,0,0,0,210,-112.117993088,40.525950728,-111.975449825,40.5114696296,"OK",33.75,0.03,0,191.9
"516",1131.05,1128.21,8,0,0,0,0,8,-112.117993088,40.525950728,-111.841314748,40.4979086579,"OK",50.75,29.18,2,249.18
"517",1131.05,1128.17,420,0,0,0,0,420,-112.117993088,40.525950728,-111.905268914,40.5305236091,"OK",26.05,10.03,1,231.55
"518",1131.05,1128.04,0,0,0,0,0,0,-112.117993088,40.525950728,-111.862777239,40.5515369657,"OK",66.65,49.37,3,191.23
"519",1131.05,1128.22,0,0,0,0,0,0,-112.117993088,40.525950728,-111.881538572,40.5515553247,"OK",45.75,29.18,2,205.2
"520",1131.05,1128.1,50,0,0,0,0,50,-112.117993088,40.525950728,-111.939987654,40.4779393131,"OK",28.02,10.03,1,242.12
"521",1131.05,1130.13,20,0,0,0,0,20,-112.117993088,40.525950728,-111.975436902,40.5295980976,"OK",38.88,10.03,1,188.98
"522",1131.05,1131.07,100,0,0,0,0,100,-112.117993088,40.525950728,-112.019569271,40.5162767243,"OK",52.57,0.03,0,195.2
"523",1131.05,1131.05,70,0,0,4,170,244,-112.117993088,40.525950728,-112.117993088,40.525950728,"409",NA,NA,NA,NA
"524",1131.05,1128.23,60,0,0,0,0,60,-112.117993088,40.525950728,-111.880345644,40.5350877531,"OK",47.75,29.18,2,203.35
"525",1131.05,1128.05,20,0,0,0,0,20,-112.117993088,40.525950728,-111.861369104,40.5357819585,"OK",47.75,29.18,2,210
"526",1131.07,1130.14,90,0,0,0,0,90,-112.019569271,40.5162767243,-111.948468112,40.5308388373,"OK",31.55,10.03,1,23.78
"527",1131.07,1128.04,0,0,0,0,0,0,-112.019569271,40.5162767243,-111.862777239,40.5515369657,"OK",74.08,49.37,3,13.93
"528",1131.07,1128.1,310,0,0,0,0,310,-112.019569271,40.5162767243,-111.939987654,40.4779393131,"OK",35.45,10.03,1,64.82
"529",1131.07,1128.19,550,0,0,0,0,550,-112.019569271,40.5162767243,-111.880069626,40.5140635727,"OK",66.43,42.67,3,38.72
"530",1131.07,1146,30,0,0,0,0,30,-112.019569271,40.5162767243,-111.927991851,40.5189579801,"OK",33.95,10.03,1,22
"531",1131.07,1130.19,270,0,0,0,0,270,-112.019569271,40.5162767243,-111.969767252,40.549554591,"OK",29.15,27.03,1,23.93
"532",1131.07,1130.13,190,0,0,0,0,190,-112.019569271,40.5162767243,-111.975436902,40.5295980976,"OK",46.32,10.03,1,11.68
"533",1131.07,1128.15,0,0,0,0,0,0,-112.019569271,40.5162767243,-111.796918933,40.5295233107,"OK",58.18,29.18,2,114.35
"534",1131.07,1128.2,100,0,0,0,0,100,-112.019569271,40.5162767243,-111.879865905,40.4794072388,"OK",58.18,29.18,2,105.95
"535",1131.07,1128.23,150,0,0,0,0,150,-112.019569271,40.5162767243,-111.880345644,40.5350877531,"OK",55.18,29.18,2,26.05
"536",1131.07,1130.2,110,0,0,0,0,110,-112.019569271,40.5162767243,-111.99405361,40.5515488547,"OK",38.62,27.03,1,14.58
"537",1131.07,1131.05,100,0,0,0,0,100,-112.019569271,40.5162767243,-112.117993088,40.525950728,"OK",0,0,0,206.68
"538",1131.07,1131.07,940,0,0,35,730,1705,-112.019569271,40.5162767243,-112.019569271,40.5162767243,"409",NA,NA,NA,NA
"539",1131.07,1151.06,500,0,0,0,0,500,-112.019569271,40.5162767243,-112.004628549,40.4599044577,"OK",0,0,0,101.7
"540",1131.07,1128.18,0,0,0,0,0,0,-112.019569271,40.5162767243,-111.901426578,40.4952724011,"OK",60.18,79.98,2,74.82
"541",1131.07,1128.05,0,0,0,0,0,0,-112.019569271,40.5162767243,-111.861369104,40.5357819585,"OK",55.18,29.18,2,32.7
"542",1131.07,1130.12,500,0,0,0,0,500,-112.019569271,40.5162767243,-111.920766871,40.5589868638,"OK",45.93,41.52,2,26.93
"543",1131.07,1130.16,380,0,0,0,0,380,-112.019569271,40.5162767243,-111.975449825,40.5114696296,"OK",41.18,0.03,0,14.6
"544",1131.07,1130.17,60,0,0,0,0,60,-112.019569271,40.5162767243,-111.948248678,40.5113921689,"OK",34.5,10.03,1,22.72
"545",1131.07,1128.21,20,0,0,0,0,20,-112.019569271,40.5162767243,-111.841314748,40.4979086579,"OK",58.18,29.18,2,71.88
"546",1131.07,1128.17,1680,80,0,0,0,1760,-112.019569271,40.5162767243,-111.905268914,40.5305236091,"OK",33.48,10.03,1,54.25
"547",1131.07,1152.09,110,0,0,0,0,110,-112.019569271,40.5162767243,-112.034044038,40.5615932734,"OK",24.18,18.22,1,34.4
"548",1131.07,1128.22,0,0,0,0,0,0,-112.019569271,40.5162767243,-111.881538572,40.5515553247,"OK",53.18,29.18,2,27.9
"549",1131.07,1130.11,0,0,0,0,0,0,-112.019569271,40.5162767243,-111.94344956,40.5508508861,"OK",44.18,41.52,2,32.4
"550",1131.07,1128.16,160,0,0,0,0,160,-112.019569271,40.5162767243,-111.869461932,40.5058173534,"OK",58.18,29.18,2,47.07
"551",1146,1152.09,60,0,0,0,0,60,-111.927991851,40.5189579801,-112.034044038,40.5615932734,"OK",31.23,12.22,1,38.53
"552",1146,1130.17,60,0,0,15,0,75,-111.927991851,40.5189579801,-111.948248678,40.5113921689,"OK",0,0,0,32.5
"553",1146,1131.05,30,0,0,0,0,30,-111.927991851,40.5189579801,-112.117993088,40.525950728,"OK",32.12,25.03,1,199.37
"554",1146,1128.17,250,0,0,0,0,250,-111.927991851,40.5189579801,-111.905268914,40.5305236091,"OK",0,0,0,40.23
"555",1146,1128.22,50,0,0,0,0,50,-111.927991851,40.5189579801,-111.881538572,40.5515553247,"OK",60.23,23.18,2,32.03
"556",1146,1128.2,30,0,0,0,0,30,-111.927991851,40.5189579801,-111.879865905,40.4794072388,"OK",0,0,0,128.98
"557",1146,1130.14,70,0,0,0,0,70,-111.927991851,40.5189579801,-111.948468112,40.5308388373,"OK",0,0,0,38.65
"558",1146,1128.19,200,0,0,0,0,200,-111.927991851,40.5189579801,-111.880069626,40.5140635727,"OK",0,0,0,85.17
"559",1146,1146,240,0,15,15,385,655,-111.927991851,40.5189579801,-111.927991851,40.5189579801,"409",NA,NA,NA,NA
"560",1146,1130.2,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.99405361,40.5515488547,"OK",20.58,0.03,0,29.9
"561",1146,1130.11,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.94344956,40.5508508861,"OK",0,0,0,64.7
"562",1146,1130.13,60,0,0,0,0,60,-111.927991851,40.5189579801,-111.975436902,40.5295980976,"OK",12.37,0.03,0,15.82
"563",1146,1128.1,40,0,0,15,0,55,-111.927991851,40.5189579801,-111.939987654,40.4779393131,"OK",0,0,0,77.8
"564",1146,1128.21,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.841314748,40.4979086579,"OK",65.23,23.18,2,76.02
"565",1146,1130.16,140,0,0,0,0,140,-111.927991851,40.5189579801,-111.975449825,40.5114696296,"OK",5.6,0.03,0,16.27
"566",1146,1130.12,50,0,0,0,0,50,-111.927991851,40.5189579801,-111.920766871,40.5589868638,"OK",6.07,0.03,0,56.55
"567",1146,1128.05,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.861369104,40.5357819585,"OK",58.87,13.87,1,42.93
"568",1146,1128.23,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.880345644,40.5350877531,"OK",62.23,23.18,2,30.18
"569",1146,1128.04,30,0,0,0,0,30,-111.927991851,40.5189579801,-111.862777239,40.5515369657,"OK",53.03,13.87,1,40.13
"570",1146,1151.06,0,0,0,0,0,0,-111.927991851,40.5189579801,-112.004628549,40.4599044577,"OK",17.85,51.03,1,80.3
"571",1146,1128.16,70,0,0,0,0,70,-111.927991851,40.5189579801,-111.869461932,40.5058173534,"OK",65.23,23.18,2,51.2
"572",1146,1128.15,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.796918933,40.5295233107,"OK",58.87,13.87,1,132.2
"573",1146,1130.19,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.969767252,40.549554591,"OK",55.33,16.9,1,28.07
"574",1146,1128.18,0,0,0,0,0,0,-111.927991851,40.5189579801,-111.901426578,40.4952724011,"OK",0,0,0,94.83
"575",1146,1131.07,30,0,0,0,0,30,-111.927991851,40.5189579801,-112.019569271,40.5162767243,"OK",25.05,51.03,1,22.03
"576",1151.06,1128.2,140,0,0,0,0,140,-112.004628549,40.4599044577,-111.879865905,40.4794072388,"OK",65.38,29.18,2,164.38
"577",1151.06,1131.07,500,0,0,0,0,500,-112.004628549,40.4599044577,-112.019569271,40.5162767243,"OK",7.2,0.03,0,76.33
"578",1151.06,1146,0,0,0,0,0,0,-112.004628549,40.4599044577,-111.927991851,40.5189579801,"OK",41.15,10.03,1,80.43
"579",1151.06,1130.13,120,0,0,0,0,120,-112.004628549,40.4599044577,-111.975436902,40.5295980976,"OK",53.52,10.03,1,70.12
"580",1151.06,1152.09,100,0,0,0,0,100,-112.004628549,40.4599044577,-112.034044038,40.5615932734,"OK",31.38,18.22,1,92.83
"581",1151.06,1151.06,90,0,0,0,395,485,-112.004628549,40.4599044577,-112.004628549,40.4599044577,"409",NA,NA,NA,NA
"582",1151.06,1128.1,50,0,0,0,0,50,-112.004628549,40.4599044577,-111.939987654,40.4779393131,"OK",0,0,0,146.38
"583",1151.06,1128.16,30,0,0,0,0,30,-112.004628549,40.4599044577,-111.869461932,40.5058173534,"OK",65.38,29.18,2,105.5
"584",1151.06,1130.14,0,0,0,0,0,0,-112.004628549,40.4599044577,-111.948468112,40.5308388373,"OK",38.75,10.03,1,82.22
"585",1151.06,1130.12,98,0,0,0,0,98,-112.004628549,40.4599044577,-111.920766871,40.5589868638,"OK",53.13,41.52,2,85.37
"586",1151.06,1128.04,8,0,0,0,0,8,-112.004628549,40.4599044577,-111.862777239,40.5515369657,"OK",81.28,49.37,3,72.37
"587",1151.06,1128.22,0,0,0,0,0,0,-112.004628549,40.4599044577,-111.881538572,40.5515553247,"OK",60.38,29.18,2,86.33
"588",1151.06,1130.19,110,0,0,0,0,110,-112.004628549,40.4599044577,-111.969767252,40.549554591,"OK",36.35,27.03,1,82.37
"589",1151.06,1128.19,70,0,0,0,0,70,-112.004628549,40.4599044577,-111.880069626,40.5140635727,"OK",73.63,42.67,3,97.15
"590",1151.06,1128.17,310,0,0,0,0,310,-112.004628549,40.4599044577,-111.905268914,40.5305236091,"OK",40.68,10.03,1,112.68
"591",1151.06,1130.17,40,0,0,0,0,40,-112.004628549,40.4599044577,-111.948248678,40.5113921689,"OK",41.7,10.03,1,81.15
"592",1151.06,1130.11,70,0,0,0,0,70,-112.004628549,40.4599044577,-111.94344956,40.5508508861,"OK",51.38,41.52,2,90.83
"593",1151.06,1128.15,0,0,0,0,0,0,-112.004628549,40.4599044577,-111.796918933,40.5295233107,"OK",65.38,29.18,2,172.78
"594",1151.06,1131.05,50,0,0,0,0,50,-112.004628549,40.4599044577,-112.117993088,40.525950728,"OK",13.38,0.03,0,253.85
